,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date
721,billmorill,Su Real Alteza Guillermo Dafid desde Casa Morillo de Andelucia y Rey de Nuevo Espana y del Gente y Conde de Cartagena y Marqués de La Puerta (1816 Fernando VII),Florida,0,0,489,498,115160,Treasury yields come off lows after Fed makes tweak to how it snaps up corporate bonds https://t.co/ebWZyf1iVD,[],2020-06-15 23:59:59
722,anduezafel1,Universidad Central del Ecuador,,0,0,718,346,13470,😷 ¿Por qué ciertas condiciones médicas hacen que el COVID-19 sea más grave? Aún no lo tenemos claro del todo. #salud https://t.co/JsWcQvN824,['salud'],2020-06-15 23:59:59
723,IgorMac67996214,,,0,0,327,101,1793,"@anyrmontes28 Sencillo,  entre morir de hambre y de covid 19 la gente prefiere lo segundo. En un país donde tenemos… https://t.co/VMNMYJo1LG",[],2020-06-15 23:59:58
724,agolo,"Agolo is the world’s most advanced summarization software. Connect to news, documents, cloud storage to create summaries in real-time.","New York, NY",0,0,102,758,4590,How has #COVID19 impacted scientific publishing? Maybe not how you'd expect – learn more in this timely analysis by… https://t.co/p1T1u4fWjl,['COVID19'],2020-06-15 23:59:58
725,thaylmac,bem-vindos ao surto,São Francisco,0,0,330,432,15329,em SFS tem mais casos de talaricagem do que covid-19,[],2020-06-15 23:59:58
726,rosecestlavie,,,0,0,363,374,98642,"A raft of EU nations reopened their borders to fellow Europeans on Monday after months of coronavirus curbs, but Ch… https://t.co/8hNCuQLiQC",[],2020-06-15 23:59:58
727,Michaelwayne76,Alabama football fan,"Red Level,alabama",0,0,2252,133,1456,"Here's an idea:  If the president calls his rally a ""peaceful protest,"" then the coronavirus won't be a problem, an… https://t.co/GY9HEEady1",[],2020-06-15 23:59:58
728,accb18,,Panamá,0,0,595,300,2235,"Hoy escuche la frase mas triste en el supermercado: ""a mi se me quito el miedo al coronavirus cuando se me acabo la plata para comer"".",[],2020-06-15 23:59:58
729,DrJdaC,"Student of Insurgency and Counterinsurgency, Violent-Non-State Actors, Cybersecurity. Tweets are my personal opinions. RTs of interest not endorsements.","Ceský Krumlov, Czech Republic",0,1,496,73,15793,"Latin America reels as coronavirus pandemic gains pace
https://t.co/Rtz1pAUaT7",[],2020-06-15 23:59:58
730,phinnofy,"| Industrial Engineer KU/KMITL | Gamer ROV , LoL Wild rift |",Bangkok (Thailand),0,0,993,14717,10091,หน่วยงานด้านปกป้องข้อมูลส่วนบุคคลในนอร์เวย์ห้ามหน่วยงานสาธารณสุขใช้ App ติดตามตัว เพราะเก็บข้อมูลของผู้ใช้งานมากเกิ… https://t.co/vyd48rVHG9,[],2020-06-15 23:59:58
731,quiq20,,,0,0,1667,1510,99020,"Denuncias en Jalisco pago de 110 millones de pesos por un software que sólo vale cinco millones. Vía @proceso 
https://t.co/DtU7EqjS6M",[],2020-06-15 23:59:58
732,LridaHospedale1,,,0,0,79,42,5852,"#EnFotos 📸 | En Monagas, el Alcalde del municipio Libertador @CarlosRequenapsuv y funcionarios de seguridad continú… https://t.co/E7kcsc0Ykm",['EnFotos'],2020-06-15 23:59:58
733,BIGDATA2110,Información Actualizada del Coronavirus en el Mundo especialmente España y Latinoamérica,España,1,0,19,701,2574,Coronavirus Perú 15 de junio https://t.co/Qpu8wjqckN,[],2020-06-15 23:59:58
734,MonkipiQuinn,"They/Them. Horrible posts at low, low prices.  I'm Quinn Welsh-Wilson, host of @ArmsoftheTide podcast.","San Diego, CA",0,0,1073,1714,125099,Wild how a lot of the replies are “wow coronavirus is bullshit so this means we should fully re-open” instead of “w… https://t.co/SlEDT5iRpR,[],2020-06-15 23:59:58
735,Mara59800999,alegre,,0,0,66,229,29162,"🗣️¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎! ✍️🇻🇪
El ""Semáforo de la Prevención"" te indica que son los lugares de mayor a menor riesgo de contagi… https://t.co/FrPMnb0di7",[],2020-06-15 23:59:58
736,Smitty71722648,"lose your mask, it does nothing but make you look ridiculous, non sensical an willing to conform to insanity...😷🤢🤮",Freedom’s Sunshine State,0,0,3235,2424,29378,"The FDA won't allow us to use HYDROXYCHLOROQUINE  for Covid-19. 

I think the FDA is trying to play politics. 

Dem… https://t.co/TWLkdEE78z",[],2020-06-15 23:59:58
737,iyepes0120,"Human being, Networker (both meanings) SysAdmin and Software Developer. @WWCodeBogota Writer in the making","Bogotá, D.C., Colombia",0,0,4666,2053,52820,"Hoy se presentaron 2.124 nuevos casos de Covid-19 en el país. El 49% de ellos en el departamento del Atlántico, Bar… https://t.co/8ZlnbH1EQ0",[],2020-06-15 23:59:58
738,TheeBrainFreeze,Shall we play a game? 🗝 Let’s play Global Thermonuclear MAGA 2022.,,0,0,216,89,30106,ICYMI - EXCLUSIVE: Bill Gates Negotiated $100 Billion Contact Tracing Deal With Democratic Congressman Sponsor of B… https://t.co/Iw13lZLuOQ,[],2020-06-15 23:59:58
739,Rish_ark,(Esta cuenta no es responsable por comentarios o tweets de terceros),en casa... ,0,0,2241,1277,145925,GRÁFICO-India y América Latina no logran contener la ola de muertes por #coronavirus https://t.co/EagG2dVZiu,['coronavirus'],2020-06-15 23:59:58
740,MarisaSilvina3,"Técnico en Seguridad e Higiene Laboral
Pueblo, zurdita con OSDE210
Atiendo Boludos

http://Instagram.com/silvina_llamas
http://Instagram.com/mymclothing5","Buenos Aires, Argentina",25,0,8049,8108,20277,"No soy nada lindo che!!!
Jajaja 
#coronavirus 
#QuedateEnCasa https://t.co/so54ccfjmF","['coronavirus', 'QuedateEnCasa']",2020-06-15 23:59:58
741,MakinOct,Stubborn but loyal,Ipele. Owo. Nigeria,0,0,1840,417,11738,"First the World Health Organization director spread Chinese propaganda about COVID-19.

Now he's giving a graduatio… https://t.co/flilB7T5gT",[],2020-06-15 23:59:58
742,mividadesemple,🇲🇽-millennial-❤️💜💙🏳️‍🌈-polyam-⚗️-feminist-genderfluid-✨. (he/they),,4,1,94,20,354,Good! NC has cases rising quicker than people can recover since phase 2. It's like people just didn't care or figur… https://t.co/SG72x5Rb23,[],2020-06-15 23:59:58
743,MarinesMoura,,"Porto Alegre, Brasil",0,0,888,1033,198072,"O reconhecimento, pela Justiça, do assassinato de Zuzu Angel, conforme divulgado por Ancelmo de Góes, no Globo, é f… https://t.co/l8nyzNwp8l",[],2020-06-15 23:59:58
744,Marcela03779881,,,0,0,201,354,67130,Datos de la Universidad de Oxford: Chile está tercero en la lista de países que más rápido han duplicado el total d… https://t.co/j4tA1nUklu,[],2020-06-15 23:59:58
745,dianneathome,,,0,0,2171,1312,291601,NEW YORK (AP) -- MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-19.,[],2020-06-15 23:59:57
746,alesita231478,,,0,0,579,71,292,"Amigos, necesito ayuda urgente para mamita haitiana de 9 meses de embarazo que dio positivo en covid 19 esta sola e… https://t.co/bHbTxAcNN7",[],2020-06-15 23:59:57
747,edu_presidente,Aficionado juegos de consola | apoyo al 💯% el Gobierno del Comandante en jefe Nayib Bukele 🇸🇻🇸🇻 | salvadoreño en Territorio NI | 👊 Sígueme y te sigo |,"Chalchuapa, El Salvador",0,0,2453,1517,14018,@PatricitaLemus Los mismo pensé... Cuando le dio el sol reactivó el COVID-19 uuy,[],2020-06-15 23:59:57
748,julieswootton,Education reporter @reviewjournal. Previous: @twinfallstn and @elkodaily. Please consider subscribing: http://mylvrj.com/julie,"Las Vegas, NV",0,0,936,1290,7001,.@GovSisolak has scheduled a briefing to discuss the status of Nevada’s phased-in recovery from COVID-19 restrictio… https://t.co/OIGjItnQxy,[],2020-06-15 23:59:57
749,Barbzzzzzz,Indescribable in 160 char,"Dallas, TX",0,0,1135,470,68472,"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bun… https://t.co/SN6AjYdM3q",[],2020-06-15 23:59:57
750,mi123ri,,,0,0,34,52,36692,#NotiMippCI 📰🗞| Detectados 74 nuevos casos positivos por COVID-19 en Venezuela. Lea más ⏩ https://t.co/EdzX8Sm4gk… https://t.co/hJMjnbbAUi,['NotiMippCI'],2020-06-15 23:59:57
751,IAmWilburTweets,"Youtuber, Gamer, I like foxes, Bisexual, yeah",My house,0,0,363,46,292,"@jacksfilms #Yiay2020 We just photoshop Covid-19 out of the Picture, Duh",['Yiay2020'],2020-06-15 23:59:57
752,camiii819,/Rhs/ 21' •《track & field》• snap| camila_n19,,0,0,159,177,574,"I’m not one to judge people’s choices, but PLEASE if you need to go out WEAR A MASK OR DON’T GO OUT AT ALL! Some of… https://t.co/N8qKIj6ho4",[],2020-06-15 23:59:57
753,Big__Stepper,Tweets are permanently pending approval,,0,0,283,298,66941,The FDA warned Monday that Covid-19 patients taking anti-malaria drug hydroxychloroquine along with antiviral drug… https://t.co/8iCm619nof,[],2020-06-15 23:59:57
754,Susanaotta,"Docente por vocación, madre de dos hijos. Sueño cumplido. Hincha de Gimnasia y Esgrima de La Plata. Amo a mi país. Respetar y valorar nuestra Constitución.","Trenque lauquen, Bs As. Arg.",0,0,8939,8154,248519,Coronavirus en la Argentina. Los infectólogos esperan más datos para definir las próximas recomendaciones… https://t.co/QBhCUioJy5,[],2020-06-15 23:59:57
755,yazoo66,"Intersex/Non-Binary. Jaded. Artist. Geek. Gamer. Poet. Lover of comics, anime, women, & compassion. #LGBTQI #BidenHarris2020 Brit/brit ︽✵︽",Dark side of the moon:Mars,0,0,4971,2908,158664,"Vice President Mike Pence blatantly lied to reporters about the trajectory of COVID-19 cases in Oklahoma, where Pre… https://t.co/ypsBDpQRwy",[],2020-06-15 23:59:57
756,CoolArif79,"Simple, Honest, Real",UK,0,0,1690,238,58533,The temporary Coronavirus key worker free parking in Islington where I work is coming to an end this week I think .… https://t.co/kcEFT2KQtu,[],2020-06-15 23:59:57
757,GuigoD,que seja eterno enquanto breve,Bento Gonçalves - RS,0,0,1332,412,27201,Lógica brasileira: você não vai passar por uma segunda onda de Coronavirus se a primeira onda nunca terminar. https://t.co/3j12vVMH5k,[],2020-06-15 23:59:57
758,LuisNicolsCarr1,"margariteño, esposo de carmencita, padre de ing Amilka Dra Katusha y MV Luis Alonso  abuelo de Anggi Amilka y Luis Miguel",Venezuela,0,0,1357,406,19659,"#15Jun | Delcy Rodríguez informó acerca de 84 nuevos casos de #COVID19 en Venezuela 🇻🇪. 

🔹 20 casos comunitarios.… https://t.co/spJOTlohAN","['15Jun', 'COVID19']",2020-06-15 23:59:57
759,Chirael,,Memphis,0,0,361,252,4442,City Enters Phase 4 Of Pretending Coronavirus Over https://t.co/A5ZJbWnQP2 https://t.co/GUrredUKxL,[],2020-06-15 23:59:57
760,Endiablado84,Federer is back!!,Pilar,0,0,1863,2488,102636,"""Chiche Ferro"":
Porque dio positivo de coronavirus https://t.co/f6cQiyqg3X",[],2020-06-15 23:59:57
761,FemiDiipo,Ex Poet| Writer | Business Analyst | Manager @borajinfo,"Lagos, Nigeria",0,0,506,549,2594,The impact on health and long-term care services for older persons must recognize and confront the particular chall… https://t.co/k4CrwaqVTE,[],2020-06-15 23:59:57
762,gec716,"Patriot, Conservative, 17th Letter",United States of America,0,0,1138,1165,43565,"First the World Health Organization director spread Chinese propaganda about COVID-19.

Now he's giving a graduatio… https://t.co/flilB7T5gT",[],2020-06-15 23:59:57
763,dariocassin,"Twitter me volteó la cuenta @piluso314.Peronista K y Albertista, volvimos mejores ✌.Seguime y te sigo",,0,0,8249,8092,32821,"📺 CORONAVIRUS

El periodista deportivo Chiche Ferro, de El Nueve, tiene coronavirus. Ayer dio +.

Se encuentra aisl… https://t.co/jjfCGgCzLF",[],2020-06-15 23:59:57
764,joeboy06,living in the 808 taking pics,hnl808hi,0,0,715,230,8102,"Vice President Mike Pence blatantly lied to reporters about the trajectory of COVID-19 cases in Oklahoma, where Pre… https://t.co/ypsBDpQRwy",[],2020-06-15 23:59:57
765,sun_ferreto,"Se realmente tu tens q fazer algo, de o seu melhor, senão será pura perda de tempo, isso é carpe diem.","Minneapolis, MN",0,0,666,312,980,Coronavirus: US withdraws emergency use of hydroxychloroquine https://t.co/SebD5uTqHm,[],2020-06-15 23:59:57
766,JacquelineHine1,There's no place like people,"Gold Canyon, AZ",0,0,4671,5070,504000,"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bun… https://t.co/SN6AjYdM3q",[],2020-06-15 23:59:57
767,MagdNoticias,"Somos un medio de comunicación digital, útil para mantenerse informado de lo que acontece en el Magdalena, Colombia y el Mundo                📲📞: 3008237209","Magdalena, Colombia",1,0,21,121,2422,Secretario de Salud Distrital invita a los samarios a seguir implementando las medidas de autocuidado para prevenir… https://t.co/3RIfZHnB3q,[],2020-06-15 23:59:57
768,OfficalRCDP,"4th most populous county in California:+2Million ppl. 💙 😷#WeWearBecauseWeCare Stay informed:
https://www.rivcoph.org/coronavirus","Riverside County, California",0,0,5000,687,53633,"Dear @realDonaldTrump: You are really stupid. If we stop testing, there would be even more cases of people who go t… https://t.co/j40QwhuLzK",[],2020-06-15 23:59:57
769,BrandonGuadamz,Militante de la Juventud Frente Amplio 💛🖤 | Socialista Democrático🌹 | Activista Climático🌳 | Antifascista ✊🏽,"San José, Costa Rica",0,0,1035,1354,12076,"Hay una pandemia que azota al mundo desde mucho antes que el coronavirus: la pandemia del odio, la discriminación,… https://t.co/0cRY4rg0k6",[],2020-06-15 23:59:57
770,ShipSor,"Grandmother, Mother, Daughter, Sister, small business owner. Citizens Band Potawatomi nation
#KAG #MAGA #Trump2020",,0,0,1186,743,36725,Group of Portland antifa ran viral GoFundMe for COVID-19 victims. They promised food + cash support. But people are… https://t.co/ppeMKna9u2,[],2020-06-15 23:59:57
771,sharonf70402290,,,0,0,245,168,32939,"As COVID-19 continues to kill 800-1,000 Americans a day, Florida has become a new hotspot.

Let’s look at the state… https://t.co/p622ZiBNAP",[],2020-06-15 23:59:56
772,cyberjyber,"Artist, Dayee, lover of life","Pittsburgh, PA",0,0,165,20,2383,"Donald Trump is not responsible for COVID-19, but he does bear full responsibility for his slow, uncoordinated, bun… https://t.co/SN6AjYdM3q",[],2020-06-15 23:59:56
773,Lisa55091554,"VOTE TRUMP OUT 2020 One Planet One People, Vote Biden 2020 National Dump the Turd is NOV. 3rd Vote By Mail #Resister","Florida, USA",0,0,1970,2088,21903,"Senator McConnell:

Americans are in the middle of fighting this COVID-19 public health crisis.

So why are you foc… https://t.co/UMOcUW4PrX",[],2020-06-15 23:59:56
774,jije31060445,海好き/釣り好き/釣れた魚は美味しくいただく/🇵🇭でバンカーボート購入/フィリピーナ彼女とダバオファミリーの元へ移住予定/ダバオに住居建築中/出会いに感謝/超絶雨男/愛犬はフレブル→ありがとう🌈りゅう🌈あんこ/尊敬人物はドズル・ザビ/ #フィリピン #ダバオ #南の島 #海外移住 #フィッシング,東京都　足立区→埼玉県　川口市,0,0,639,909,3189,"昨夜のドテルテ大統領を囲むライブ会議
絶対観ようと思ってたけど寝落ち
今朝4時半に目が覚めて早速ショッキングなニュースを見てしもうた！！

https://t.co/fjscaYXACN https://t.co/oFXegxg72R",[],2020-06-15 23:59:56
775,negropeon,"Peronista línea 'Aurelia Tizón'. 
Seamos obreros de nobles designios.
Nunca me salió la córeo de Macarena. 
Silbo bien.",Kamchatka,0,0,1271,1255,40443,"Desesperante situación en Bolivia: seis personas murieron en la calle ante la saturación de los hospitales, donde f… https://t.co/HVMRRbXf0w",[],2020-06-15 23:59:56
776,CFCtox,«Lo siento mucho. Me he equivocado y no volverá a ocurrir.» Y punto.,"Ubícua, sí",0,0,678,413,15716,Cómo ha cambiado el cuento. El Fondo Monetario Internacional (FMI) pide a los gobiernos que gasten todo lo que pued… https://t.co/dek7sbih2f,[],2020-06-15 23:59:56
777,z_e9,سبحان الله وبحمدة ، سبحان الله العظيم,"Riyadh, Kingdom of Saudi Arabia",0,0,119,433,29660,المتحدثون وأهم مواضيع المؤتمر الصحفي لمستجدات فيروس كورونا الجديد (COVID-19) ليوم غدٍ الثلاثاء الموافق 24 شوال 1441… https://t.co/p2Pd6mVWmc,[],2020-06-15 23:59:56
778,Harvey01957,"State Geologist of Minnesota, Minnesota Geological Survey, University of Minnesota",Minnesota Geological Survey,0,0,787,506,20310,"La France a rétabli ce matin la libre circulation avec tous les pays européens. Mais quels sont les pays qui, aujou… https://t.co/Lxt5CAOSgi",[],2020-06-15 23:59:56
779,zalisteggall,"Independent MP for Warringah, Working Mum, Olympian and Barrister, Authorised by Z Steggall, Level 2, 17-19 Sydney Rd, Manly","Manly, Sydney",0,0,683,29889,3523,Has women’s sport lost momentum due to COVID-19? What would it take to embed gender equality in sport’s recovery?… https://t.co/EWcBRkbMdv,['QandA'],2020-06-15 23:59:56
780,kuarpi,gay little armin,she/her,1,0,100,273,26368,la cantidad de brillitos q tiene la de la corona jsjssjjdsjd si https://t.co/c4VaFzl5Cz https://t.co/O24walwhmR,[],2020-06-15 23:59:56
781,jenndbh,#TheResistance #TeamJoe #RightMattersTruthMatters💪🏽🌊🗽💃🏽CA-MD Live a good story 👣👣👣👣Keep your droplets to youself,,0,0,474,797,104390,"GOP Rep. Tom Rice, who announced today he and his family were diagnosed with covid-19 last week, wasn't wearing a m… https://t.co/sPvlPc8KoE",[],2020-06-15 23:59:56
782,isnardokun,Ing. Sistemas - @Unimagdalena | Estudiante Maestría Comunicación Política @utadeo_edu_co - #SocialMedia ¡idealista! #ProSocial - Opiniones Personales,"Santa Marta, Colombia",0,0,1168,2065,102763,"Cuando aquí en Santa Marta y en el Magdalena empezaron a reportarse los primeros casos de coronavirus, los medios c… https://t.co/XlwFzuArMH",[],2020-06-15 23:59:56
783,JRdigitalMX,"Información que te interesa, convertida en bits","Toluca, México",0,0,227,271,11367,SE PIERDEN 58 MIL 652 EMPLEOS FORMALES DE MARZO A MAYO POR COVID-19 EN EL EDOMÉX: CCEM https://t.co/VZeScccriO,[],2020-06-15 23:59:56
784,lilianna68,"Abogada UC, docente universitaria UBA. Msc en Derecho Laboral. Especialista en Derecho Tributario.",Maracay- Venezuela,0,0,888,319,4822,Empleo juvenil sufre consecuencias del Covid-19. De acuerdo con el informe de la #OIT más de 1 de cada 6 jóvenes se… https://t.co/ppdlB1xSaz,['OIT'],2020-06-15 23:59:56
785,Starteller,"Mom, wife, Grandma, Wiccan, Democrat",,0,0,4962,3465,86613,"Mick Mulvaney dumped as much as $550,000 in stocks the same day Trump assured the public the US economy was 'doing… https://t.co/wVXRFkmm8F",[],2020-06-15 23:59:56
786,Jennifer_Gon5,La distancia no es impedimento para lograr los objetivos,Ecuador,0,0,328,295,15114,"90 días de lucha contra el Covid-19 y reforzamos la Salud Pública: 42.687 pacientes recuperados, aumentamos la capa… https://t.co/PxgtVouOQt",[],2020-06-15 23:59:56
787,jorgecantero,"Cientifico amateur, metido en Biologia Estructural. Me interesa la politica, la religion, el periodismo cientifico y el humor negro","Puente Alto, Chile",0,0,590,709,42656,"Amigos, necesito ayuda urgente para mamita haitiana de 9 meses de embarazo que dio positivo en covid 19 esta sola e… https://t.co/bHbTxAcNN7",[],2020-06-15 23:59:56
788,mikatello,Ingeniera Ambiental - Basuróloga,Ecuador,0,0,681,172,3354,"🔴Las últimas noticias sobre #COVID19

Según el último conteo de la Universidad @JohnsHopkins el virus ya ha contagi… https://t.co/1ohoxjHWKy",['COVID19'],2020-06-15 23:59:56
789,naughtygalmoi,#SHDC #TeamNaturalHair  #waterislife #StudentNurse👩🏽‍🎓👩🏽‍⚕️ ✊🏾 🦅#Democracy,Noneya,0,0,875,975,11313,Key facts about asymptomatic COVID-19  https://t.co/FGt3dasQ9S,[],2020-06-15 23:59:56
790,XEVATabasco,"""Tradición de buena radio"".","Villahermosa, Tabasco",0,0,1048,44117,261745,Reporte diario de casos de coronavirus en México https://t.co/fQccOaL1BK,[],2020-06-15 23:59:56
791,lata_8084,,Mexico D.F.,0,0,335,175,34390,Estudio: COVID-19 desencadenaría diabetes en personas sanas y la agravaría a quienes ya la tienen… https://t.co/W11FZKFixY,[],2020-06-15 23:59:56
792,HoosierVladdy,,,0,0,1636,277,72660,"After reports of wealthy Trump donors getting millions in relief meant for small businesses, the administration is… https://t.co/KaLgLPeeYT",[],2020-06-15 23:59:56
793,mzchanandler,"She/Her | Momma Bear | Variety Twitch Streamer | RPG Enthusiast 

Icon by the amazing @sephiramy",New England,0,0,450,124,4047,"Don’t be an ass, wear a mask! 😷 My mask protects you, your mask protects me. Combined with social distancing, weari… https://t.co/BqpiU1E7pw",[],2020-06-15 23:59:56
794,Rafael_Soares26,Fiel ao Senhor Jesus! Torcedor do Corinthians!,João Pessoa,0,0,230,216,6072,Paraíba registra mais de 23 mortes e casos do coronavírus já são 28.668 em todo o estado; veja números por municípi… https://t.co/xfJgP0nIpV,[],2020-06-15 23:59:56
795,IBleedGandB,,South Carolina,0,0,4168,285,100904,"Oof. 

This whole incident, combined with seemingly growing public mistrust of predictive models thanks to COVID-19… https://t.co/75ueWbVTlq",[],2020-06-15 23:59:55
796,diesel_64mark,,Hawaii,0,0,1305,261,34758,University of Houston suspends voluntary workouts after six student-athletes test positive for coronavirus… https://t.co/aSTOP7Ghrk,[],2020-06-15 23:59:55
797,leo101016,Sooner or later Karma shows its face. #BERNIE2020 #MedicareForAll #ActOnClimate #EndWar #KeepFamiliesTogether #BLM #StopArmingSaudis #FreePalestine #Yemen,"New York, USA",0,0,1437,440,10196,Outrage after McConnell says he hasn't felt 'urgency' to act immediately on coronavirus relief https://t.co/7IvcWi1HyV,[],2020-06-15 23:59:55
798,BombersBeat,"Yankees page for all Yankees news, notes, and stats • Personal Account @WSTobin2 • On Instagram @Bombers_Beat",Yankee Stadium,0,0,710,1914,67572,NEW YORK (AP) — MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-19.,[],2020-06-15 23:59:55
799,thebraddock,"father; designer; musician; avid cyclist, runner/marathoner, rising triathlete. i have an oscillating filter.",,0,0,3753,1114,81810,NEW YORK (AP) -- MLB letter obtained by The Associated Press says several players and staff have tested positive for COVID-19.,[],2020-06-15 23:59:55
800,PrintsAmir,"Mechanic, Boyfriend, Halo enthusiast, Xbox Gamer, And loser rapper nobodies ever heard of add me on Xbox dajhier1
Link to album below follow @unknownculture_",,0,0,532,87,55081,"WWE is not allowing people to wear masks. At the same time, a wrestler tested positive for the virus. All WWE itsel… https://t.co/WueLCQPRi4",[],2020-06-17 23:59:59
801,Trill_Derrick,,H-TOWN ,0,0,1218,1293,23476,"Is it just me or all hand sanitizer smells different now since corona? And not in a good way, shit smells like cheap ass tequila",[],2020-06-17 23:59:59
802,TaylorCaffery,Atty ret; Vietnam vet; volunteer host of a folk music radio show since 1981; 12-and-under New Orleans Hula Hoop Champion 1959; opinions herein are mine & yours.,Baton Rouge,0,0,1174,914,56683,Dear @GovAbbott: Your daily reminder that it's time to mandate masks or give mayors like @MayorAdler the leeway to… https://t.co/SaLbwAsJ07,[],2020-06-17 23:59:59
803,babs2122,"retired nurse, Reiki Master 
#BlueWave, tRump hater, lifetime Democrat","Michigan, USA",0,0,1599,952,48913,"Doug Ducey: *opens economy during a pandemic*
Arizona: *becomes covid-19 hotspot*
Doug Doucey: https://t.co/b89EpD6qRN",[],2020-06-17 23:59:59
804,Yauwaman,รักบ่ายวงเดียว 2PM lover,,0,0,329,129,45535,Hilton ประกาศปลดพนักงานฝ่ายบริหารออก 22% CEO กล่าว “ไม่เคยเจอวิกฤติใหญ่แบบนี้มาก่อน” https://t.co/6cpFAPevXL,[],2020-06-17 23:59:59
805,MarianaGarvi,,,0,0,869,1730,44435,"El día de ayer 14 familias de NL se enlutaron con la muerte de uno de sus seres queridos, 224 personas se enteraron… https://t.co/AZ6OIAkbtb",[],2020-06-17 23:59:59
806,DonMakeNew1,name name name name,United Arab Emirates,0,0,1,8,815,"@ktanaka13 Go to 929 Bowen Street Oshkosh, WI if you want salvation from COVID-19 or just wait to die.  I’m a seer and revival starts there.",[],2020-06-17 23:59:59
807,yosiyuka0123,,,0,0,38,10,755,BBC News - Coronavirus: Dexamethasone proves first life-saving drug https://t.co/JmRx4Y9IjN,[],2020-06-17 23:59:59
808,stevenautomatic,Ring Crew/Security for Tried-N-True Wrestling. I know the 5 Ds of Dodgeball. Don’t try me.,Earth,0,0,803,428,12746,This is how WWE testing for Covid-19 https://t.co/66sXQYvzk2,[],2020-06-17 23:59:59
809,RealTrevorReese,"Independence is my happiness, and I view things as they are, without regard to place or person; my country is the world, and my religion is do good.",,0,0,699,2339,66767,City Enters Phase 4 Of Pretending Coronavirus Over https://t.co/A5ZJbWnQP2 https://t.co/GUrredUKxL,[],2020-06-17 23:59:59
810,stephen_cuddy,😷 #WearAMask Republicans don’t care if you live or die. Vote OUT the #GOPTraitors. #InsurrectionMatters stop the #GOPDomesticTerrorists and #StopAsianHate #BLM,"Napa, CA",0,0,863,786,59282,"575 pages. 5,000 citations. Major reveals on COVID-19, the election, the protests, China, Ukraine, Russia, Turkey,… https://t.co/lkYccLCkrK",[],2020-06-17 23:59:59
811,lorelfs1,,,0,0,157,72,12682,The people devising these disgusting #vaccines &amp; calling it #science are evil &amp; immoral. Where are the… https://t.co/IKaC3K5gRQ,"['vaccines', 'science', 'animalrights']",2020-06-17 23:59:59
812,dilme,,,0,0,81,319,213250,En el estado #Carabobo el equipo de la #GMBNBT junto a @MVzlaBella se mantienen desplegados ejecutando la 10ma Jorn… https://t.co/ngX9ezdsRj,"['Carabobo', 'GMBNBT']",2020-06-17 23:59:59
813,psbh_,,,0,0,446,774,175890,"@jbarro Lol https://t.co/Mr3siHPs7p
GOP memo urges Republican campaigns to attack China for ... https://t.co/76MHfeY4Es",[],2020-06-17 23:59:59
814,politicomx,"La política explicada
NL: https://t.co/eC2QSzIxzw
YT: https://t.co/N4702hLQy0
Telegram: https://t.co/T0FpGRuOpP
App: https://t.co/FzEGlJmmVC
IG: https://t.co/DiKvyLuifC",México,0,0,949,127067,223075,#AlMomento | Secretaría de Salud presenta el informe diario sobre la situación del #coronavirus en México.… https://t.co/IKvPMT4jov,"['AlMomento', 'coronavirus']",2020-06-17 23:59:59
815,Teenlivesmatte2,"Young and misunderstood, but we will become the future of the world. We deserve opportunities, respect & trust that we can improve and succeed. #teenlivesmatter","Texas, USA",0,0,41,29,12437,People are getting sick from COVID-19 spreading through the air – and that’s a big challenge for reopening https://t.co/kmV2lxK86x,[],2020-06-17 23:59:59
816,elbajsilva,,,0,0,333,17,2711,"En apenas 6 meses LATAM se fue del país dejando 1700 familias sin trabajo, Starbucks cerró 20 locales, Burger King… https://t.co/CTzASRGRSt",[],2020-06-17 23:59:59
817,kishitora,京都在住。建築設計とイラスト、漫画制作しています,京都市中京区,1,0,820,587,758,What Will Your Office Look Like After Lockdown? https://t.co/hrVz7rHLjB @voguemagazineより オフィスはザハ的な未来風になっていくのかな。住宅は無垢の木と漆喰の自然素材志向になってくと信じたいな。,[],2020-06-17 23:59:59
818,Bisswalden,Retired citizen and patriot. I love the USA and the promise it represents. #nevertrump #voteblue2020,,0,0,2421,1116,53482,"Today, #AZ experienced our largest daily case increase with 2,392 newly reported COVID-19 cases.

The time for mand… https://t.co/32pB5APoeL",['AZ'],2020-06-17 23:59:59
819,BarbLettieri,“Winter always turns to spring” Nichiren #resistance; Black Lives Matter. Joe Biden President!!!! Kamala Harris VP!!! Ossoff/Warnock USSenate,United States,0,0,3962,4714,82125,"""Mnuchin is at the core of the Trump crime cabal along with Kushner, Pence and a few others. As predicted, they are… https://t.co/fT4htecHXN",[],2020-06-17 23:59:59
820,Prodweck,Cuando la vida te dice corrige hazlo porque puedes caer en errores.,"JUAREZ, MEXICO",1,0,555,29,367,Secretaria de Comunicaciones y Transportes : Enjuiciar al Periodista Ciro Gomez Leyva por desinformar a la població… https://t.co/D1KNuzPKpD,[],2020-06-17 23:59:59
