,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date,langs
241,shenaliwaduge,,,1,1,126,923,9728,"What would corona be without liberal Americans !

https://t.co/eOXpDrdyul",[],2020-07-19 23:59:58,en
242,dms1485,"""We will not be driven by fear into an age of unreason."" - Edward R Murrow",,0,0,4978,809,216282,"Good Lord...

Administration seeks to zero out CDC, NIH funding in coronavirus relief bill: Sources - ABC News -… https://t.co/sg9oNrzApk",[],2020-07-19 23:59:58,en
244,cyn_mccrackan,"Utterly Autistic dog person. Canadian by birth, American by choice. #ADHDautism #CPTSD (she/her/Cyn)","Phoenix, AZ",0,0,1024,1083,66357,If you’re able to stay home and safe and you feel bad that essential workers are at risk of getting COVID-19 by goi… https://t.co/M1gWooOjqS,[],2020-07-19 23:59:57,en
246,MombossbT,A loud mouth outspoken Mom Boss who fought through hell. I will ALWAYS stand up for what I believe in! Do I have a story to tell...,,0,0,155,16,320,In my whole life I never could have imagined I would be considered #essential in anyone's #life ! #mombossup… https://t.co/dQ8J1YNVOW,"['essential', 'life', 'mombossup', 'coronavirus']",2020-07-19 23:59:57,en
247,DavidRondeau64,,,0,0,66,10,6338,"Mr. President, your ignorance isn’t a virtue or a sign of your strength — it’s undercutting our response to this un… https://t.co/AaHev8aDjz",[],2020-07-19 23:59:57,en
251,PeggyKraft1,,,0,0,1322,308,96166,"“At least 3,958 people in Texas have died of coronavirus. Nearly 20% of those deaths were reported in the past week… https://t.co/IjuJmavFVb",[],2020-07-19 23:59:57,en
252,missymomof3ky,"Mom of three, married to a great guy, retweet doesn't mean endorsement",,0,0,113,69,4658,"KY has a whopping 979 new cases of COVID-19 today. Total is 23,161. This is is a record single-day increase by a la… https://t.co/XR3jyges7o",[],2020-07-19 23:59:57,en
253,grannybrigade,Former HS teacher. Now own small retail store. I can't retire. My uncle died in a Nazi prison for resisting. I have to be part of the resistance here.,"Maynard, MA",0,0,4349,2960,49064,"The breadth of the anti-Trump coalition is a remarkable testament to Donald Trump’s capacity to inspire disgust.

M… https://t.co/OzdOpRodeb",[],2020-07-19 23:59:57,en
256,naranareswari,Instagram: @naranareswari,"Yogyakarta, Indonesia",0,0,645,835,21179,The son of a Palestinian woman who was infected with COVID-19 climbed up to her hospital room to sit and see his mo… https://t.co/0kgVEzsdvX,[],2020-07-19 23:59:57,en
257,Blubdha,"Art/conservation, traditional/digital animation; interested in art & science conjunction.",unceded territory Coast Salish xʷməθk'̓wəym (Musqueam) Skwxwu'́7mesh (Squamish) Stó:lō &   Sə'li'lwətaʔ/Səlilwittulh̓ (Tsleil- Waututh),0,0,4265,3467,512323,Wear your mask. 85 babies test positive your spreading it to your kids Nueces County in south Texas is battling a c… https://t.co/gnF74UfKJn,[],2020-07-19 23:59:57,en
258,sf_jen,“The simple step of a courageous individual is not to take part in the lie.” —Aleksandr Solzhenitsyn,"Raleigh, NC",0,0,1466,367,17692,"US hospitalization mortality has been consistently going down

Factors which could be in play:
-Milder hospitalizat… https://t.co/MteLBlOejL",[],2020-07-19 23:59:57,en
259,deborahblum,"Book author, science journalist, publisher of Undark, and director of the Knight Science Journalism Program at MIT.","Cambridge, MA",0,0,913,40688,94085,So everyone needs to read this: https://t.co/dGnxjRm5yO,[],2020-07-19 23:59:57,en
260,emany2k,,"Brookdale, CA",0,0,4999,750,19902,Dr. Fauci Says This is the Scariest Thing About COVID-19 https://t.co/i9NNUD7lOG,[],2020-07-19 23:59:57,en
263,TrishKimbell,"Things I'm into: bikes, books, travel, animals, food (but not animals as food). I'm trying to keep life simple...","Seattle, Wa",0,0,772,116,23268,“It's like the federal government has seceded from the union”  is the single most accurate — and devastating — acco… https://t.co/yHH22qWl66,[],2020-07-19 23:59:57,en
264,barnes_brandie,"Holocaust survivor Simon Wiesenthal: “For evil to flourish, it only requires good men to do nothing.” #Resist #ResistersUnite #Resistance #UnitedWeStand 🤘🤘🤘","Lincoln, NE",0,0,2186,1472,14069,"You’re gonna have to do me a favor though. 

Gov. Newsom was told by the WH at the height of the coronavirus pandem… https://t.co/lCxPQpHwJl",[],2020-07-19 23:59:57,en
265,kyscharli,"here to stan the messiah and savior of pop music, the revolutionary Katy Perry",,0,0,175,4922,41155,My throat is hurting I can feel corona taking my life,[],2020-07-19 23:59:56,en
266,cocinerita,"Nankurunaisa🌸, Falsa Magra🐽, 🌺Mahalo, For travelers,⭐ are guide.",La Paz Baja California SURRRR ,0,0,1386,1392,80170,"Half the Covid-19 patients who go to the hospital in Mexico’s border state of Baja California die, an alarming rate… https://t.co/EuZNhTXLJh",[],2020-07-19 23:59:56,en
267,FijiOneNews,The official twitter account of Fiji's leading free-to-air LIVE Television News Service. LIVE Daily at Midday and 6pm FJT with news updates at 2pm and 5pm.,Fiji,4,2,951,35723,22846,"The number of new cases of Covid-19 rose by almost 260,000 in 24 hours - the largest single-day increase since the… https://t.co/T83UzkoWkN",[],2020-07-19 23:59:56,en
269,endis4ever12,"boxing,music,family",LA to LV,0,0,395,37,4927,EXCLUSIVE: News 3 has learned talks are underway to consider having CCSD families sign COVID-19 waivers similar to… https://t.co/uJrwcpbgrD,[],2020-07-19 23:59:56,en
273,pangenop1,,,0,0,241,24,34211,White House says @realDonaldTrump is working “around the clock” on the #coronavirus pandemic. Do they think voters… https://t.co/fFvG2m3gTL,['coronavirus'],2020-07-19 23:59:56,en
274,JLSxpress,"Life NRA, support our Second Amendment rights.and the constitution.
Retired Fire Marshall, Pyrotechnic certified, NFPA  Ham Radio operator, too many hobbies.","Michigan, USA",0,0,742,372,22443,CDC Confirms: Coronavirus Deaths Down for 12th Consecutive Week — Details https://t.co/JRveTiyFIP,[],2020-07-19 23:59:56,en
276,tate_rhodes,"Boys Athletic Coordinator Three Lakes MS.         








Tyler Legacy Red Raiders 🔴⚫                             #CodeRED⭕ #AAO #txhsfb",Texas,0,0,4994,1412,4983,"If you can't be a big time coach, #BeABigCoach!

Nothing fends off the #CoronaVirus like some good old-fashioned, h… https://t.co/P6I9Cvv9Fm","['BeABigCoach', 'CoronaVirus']",2020-07-19 23:59:56,en
281,VoteBlueUS,Never forget Republicans weaponized the US Postal Service against our democracy during a pandemic. 🗳 #VoteBlue22 #VoteBlue2022,I get my graphics here👇🏻,1,1,11580,11709,9929,@ABC Trump is annoyed by COVID-19 because it hurts him politically ... but not so annoyed that he’s willing to lift… https://t.co/4E7NOiGUhD,[],2020-07-19 23:59:56,en
282,KathleenDonoh11,"very🇨🇦 especially after 25 years in 🇺🇸, Granny, interested in securing a sustainable planet for future generations, Liberal","Sarnia, Ontario",0,0,306,75,2357,"“At least 3,958 people in Texas have died of coronavirus. Nearly 20% of those deaths were reported in the past week… https://t.co/IjuJmavFVb",[],2020-07-19 23:59:56,en
283,CeoNewsTree,"At https://t.co/kMgh1n9LIO, we serve the hottest tech news in the town through our website and app, help our audience make better decisions through our detailed reviews,",,0,0,432,165,59314,"#000marks #1412newcaseofcoronaofbihar #bihar #biharcoronaupdate #biharnews #cases #case...
https://t.co/iq1S9uMtWZ","['000marks', '1412newcaseofcoronaofbihar', 'bihar', 'biharcoronaupdate', 'biharnews', 'cases', 'case']",2020-07-19 23:59:56,en
285,asiamahboateng1,,"Accra, Ghana",0,0,256,145,503,SAG members intensity community level education in Tano South as part as of @iamaware_ghana activities as positive… https://t.co/ByQFMp2mg3,[],2020-07-19 23:59:56,en
286,KenAull,"Navy brat, electrical engineer retired, 21 patents, hates corruption, Scorpio-1947","Fairfax, Virginia",0,2,4929,3007,32543,"I'm immune to the Black Plague.  It's genetic.  I THINK I'm immune to Covid-19, also genetic.  Will know soon.  Vac… https://t.co/zUfzT9EJMH",[],2020-07-19 23:59:56,en
287,greyweirdo,"One of Life's Big Bother types.
I will always support your pronouns ~ Polyamorous ~ Social Justice Rouge ~ Member of the Community","Imrryr, Melniboné - Michigan",0,0,638,776,54635,The son of a Palestinian woman who was infected with COVID-19 climbed up to her hospital room to sit and see his mo… https://t.co/0kgVEzsdvX,[],2020-07-19 23:59:56,en
289,ForrestLump1,"On Twitter, no one can hear me scream.",My house,0,0,2022,1386,16106,Cuba pursued a Zero COVID approach. https://t.co/4ebcgmHL4O,[],2020-07-19 23:59:55,en
291,DanMorrow1125,Trump all the way.,"Missouri, USA",0,0,1716,1741,114484,You thought a mask was inconvenient? Wait until you're told that you cannot enter a store without proof of the Covi… https://t.co/IZ82IdQrdY,[],2020-07-19 23:59:55,en
