,username,description,location,likes,retweets,following,followers,totaltweets,text,hashtags,date,langs
367,GJIA_Online,We are the flagship publication of Georgetown's School of Foreign Service @georgetownsfs. Follow for current articles on a wide range of global issues.,"Washington, D.C.",0,1,144,2277,1850,How does contact tracing - a key strategy against COVID-19 - successfully operate in South Korea? Justin Fendos at… https://t.co/fLoGX1wvuR,[],2020-10-21 23:59:54,en
368,nuestbestlove,,,0,0,229,47,18115,#NUEST's #Baekho Opens Up About Future Goals + Missing His Fans During COVID-19 Pandemic https://t.co/1xLo6DZQho https://t.co/Fdx4p5nDDi,"['NUEST', 'Baekho']",2020-10-21 23:59:54,en
369,TBoneFootball1,Just hear to piss on and piss off all thing Bama!,,0,0,518,122,4459,Senate Democrats block $500 billion COVID-19 relief bill https://t.co/vLbroejZEb,[],2020-10-21 23:59:54,en
370,appseyes,"The only thing we have to fear, is fear itself",The Streets of London ,0,0,2485,2145,63491,"Ouch - one to watch:

https://t.co/6awxuM5qdz",[],2020-10-21 23:59:54,en
372,FTiruchirapalli,,,0,1,273,250,13781,Dhinasakthi Tamil daily coverage of auto awareness campaign on covid 19 prevention second phase third day at Ariyam… https://t.co/BozXjdTd2E,[],2020-10-21 23:59:54,en
373,beesnees8,Blocked by The House of Lords,,0,0,3242,182,4196,"Alta. minister tests positive for COVID-19, Kenney self-isolating https://t.co/KLj3onoOh8",[],2020-10-21 23:59:54,en
374,Shorty_5900,New Twitter #RipAC #RipLilJake #RipAustin #RipElectra #RipTvlibvn #SmokkeyWorld,"Chicago, IL",0,0,632,597,3740,.@obj was asked whether he was worried he had COVID-19 when he became sick last week. https://t.co/2o347pOn4P,[],2020-10-21 23:59:53,en
376,StillMidtn,,,0,0,1321,839,35130,"Tennessee adds 2,292 coronavirus infections, a daily positivity rate of 11.8%. This is the first time we've had a 1… https://t.co/TEgzwgKKNJ",[],2020-10-21 23:59:53,en
378,SydAlexandria__,Georgia State Univ. Alumna 💙 Ig: SydneyAlexandria_,"Atlanta, GA",2,1,300,236,2427,"I’m due for a vacation. Corona virus is still here, yeah I know but at this point I’m just going to have to pray ab… https://t.co/O8bzyPXldL",[],2020-10-21 23:59:53,en
379,chuck2057,Fmr Marine born in the 50's. Love America and it's diversity. LOVE WILL TRUMP HATE. If you don't respect a different opinion stay off my TL.I get a little vocal,"Libertyville,IL. 60048",0,0,5299,4877,87477,.@senatemajldr is refusing to pass critical coronavirus relief and refusing to answer to Kentuckians for it. After… https://t.co/IjXiJtR7pI,[],2020-10-21 23:59:53,en
384,BeanCountry,,,0,0,3155,794,183016,Top health officials share an update on Wednesday assessing the U.S. COVID-19 response and efforts to develop a vac… https://t.co/5eVHxJFMpv,[],2020-10-21 23:59:53,en
386,fenton_pam,MAGA proud,"Okemos, MI",0,0,503,437,68986,"30,829,609 people worldwide have recovered from the coronavirus as of today.",[],2020-10-21 23:59:53,en
387,WritingZard,"31 | Writer | Weeb | Gamer | He/him | #amwriting #scifi

Friends don't let friends keyboard turn.","Redding, CA",0,0,1236,1391,13429,"Supervisor: ""And what do we say to the god of full-time jobs?""
Me: (coughs) oh shit it's corona",[],2020-10-21 23:59:52,en
390,Louis40689459,,,0,0,1,9,1674,"Mob distribute alleged COVID-19 Palliatives found inside Oba of Lagos's palace

https://t.co/sb2F2aCo7d",[],2020-10-21 23:59:52,en
396,Ohononobz,Lahan ngebadut,,0,0,269,45,700,@Corona_Watson INI APA MISKAAHHH!!??,[],2020-10-21 23:59:51,en
397,MadelyneRants,"#DemCast State Captain for South Carolina. 
Patriot. Feminist. Scientist. Geek Persisting. Ally🌈 #IspeakfortheTrees Views are mine alone. #ALLINSC",Lowcountry South Carolina,0,0,19491,23552,241069,"South Carolinians have pitched in to help their neighbors survive the COVID-19 crisis. 

Now Congress needs to do i… https://t.co/KZUfjYopc3",[],2020-10-21 23:59:51,en
399,DWPscumbags,"Anti-Bullshit Anti-Hypocrisy. I Never Block.
😷 https://www.gov.uk/appeal-benefit-decision",,5,3,10807,10965,311196,Fury over £1billion coronavirus deals as Tories hand out huge contracts to pals https://t.co/WwMYBWMVCf… https://t.co/mYELtlS7Qk,[],2020-10-21 23:59:51,en
401,MultaniKanwal,Foodie. Traveller. Live to Drive .,India,0,0,96,144,29343,Coronavirus releasing trailer for next season even before this season is done.,[],2020-12-21 23:59:59,en
402,sudowood0,Spencer♎Sudowoodo - Enby Trans Woman - 22 - She/They - BlacKorean🇰🇵🤝🇰🇷 - Anthro&Film - SmashDK - Learning ML - Anti Imperialism First - @bittypkc💜,Southern Paiute Land,0,0,2398,346,64770,"There's only $600 for you in the Coronavirus Relief Bill, but there's $33 million for the overthrow of the Venezuel… https://t.co/y4KaYHEM1U",[],2020-12-21 23:59:59,en
403,USAMedRes,"Ph.D. Independent American medical researcher on my free time (Twitter account). Cancer, genomics, diseases, COVID-19. Science/info. Longevity, humans in space.","California, USA.",3,1,6,14,5529,young patients for COVID-19 specimen collection and testing. Compared with non-Hispanic white children and after ad… https://t.co/3wPVxCDnmV,[],2020-12-21 23:59:59,en
406,baudekin,math nerd and lisp hacker #TheResistence #blacklivesmatter,Florida,0,0,840,396,15992,"Today, I spoke on the Senate Floor about my bipartisan Save Our Stages legislation being included in the coronaviru… https://t.co/HsVlOr19EJ",[],2020-12-21 23:59:59,en
409,PeteDurnell,"Retired IT Manager, political analyst, Libertarian.

#BreakTheChains

Reform UK candidate, West Midlands Metro Mayor 2021.

email: petedurnell@hotmail.com","Warley, West Midlands",0,0,1087,2341,18812,"@Fox_Claire I can't forget a Sky News host, back in April, repeatedly trying to get a government minister to change… https://t.co/sbMapTvrDs",[],2020-12-21 23:59:59,en
410,GlobalViewSC,"Global View Investment Advisors is a Boutique, Fee-Only, Wealth Management Firm, Serving Global Clients from Downtown Greenville, South Carolina.","Greenville, SC",0,0,135,83,2961,"How to Get Your Retirement Confidence Back After COVID-19

https://t.co/FJ8JWgxjiP #FinancialPlanning… https://t.co/pZKvxqLMPL",['FinancialPlanning'],2020-12-21 23:59:59,en
412,VetrepreneurOne,"((( Vet Eric Manuel Ortiz ))) Says, please, Support a Disable Social Media Vetrepreneur to encourage success, inspiration, financial independence & empowerment.","Far Rockaway Beach, NY 11691",0,0,820,950,329706,"In a press release published today, the #FBI and health partners are warning the public about several emerging frau… https://t.co/rElMjSQS7d",['FBI'],2020-12-21 23:59:59,en
413,iOptimizeRealty,"Tenant Representation, Economic Development, Strategic Advisory, Commercial Real Estate Optimization & Space Disposition #CRE #TenantRep, #Office #Warehouse","Commack, NY",0,0,2926,2240,64306,"6 Working From Home Tips During the COVID-19 Pandemic #CRE #WFH #COVID-19 #NewNormal #TenantTips     
https://t.co/ZVubvGX9dG","['CRE', 'WFH', 'COVID', 'NewNormal', 'TenantTips']",2020-12-21 23:59:59,en
420,Captain_Eyeball,"Banksy art admirer.
Cynical & full of mockery.
Meteorological enthusiast.
Retro gaming & console fan & collector.
Proud MLA. Tweets/views are my own.","North Yorkshire, UK",0,0,565,691,25836,"@missingiguana It's not just a case of sticking Covid-19 as a reason for death on the death certificate, the whole… https://t.co/h94FftHd34",[],2020-12-21 23:59:58,en
421,Pool_Mama,"Stay at home mom, RN in former life.","Dallas, TX",0,0,3139,205,11269,"NEW: Dallas County Reports 1,814 New Positive 2019 Novel Coronavirus (COVID-19) Cases and 23 Deaths
Including 159 P… https://t.co/54yks18xmV",[],2020-12-21 23:59:58,en
422,dongulfo,"Closet crier. Ring leader. Former child star......

doom sludge fuzz desert noise stonerrock",Internet,0,0,365,221,180366,"Congress COVID-19 relief bill includes $15 billion for Broadway, small music venues, movie theaters https://t.co/rro1BhvAiX",[],2020-12-21 23:59:58,en
423,chris88sk8er,Sim Racer for Race Asylum,"North East, England",3,0,168,128,2397,"@talkRADIO @PatrickChristys The issue with this question is that Boris doesn't need the vaccine, he has already had… https://t.co/1FdY2RxPG0",[],2020-12-21 23:59:58,en
424,Anonomouse1981,"Σεισάχθεια, my favorite word. 
Make Orwell fictional again - Repost / like / follow ≠ endorsement - ☆ = agree / like - Buy Californian & #FreeTheBear",California,0,0,1806,824,250083,"You can lead like Rudolph!

Follow local #PublicHealth guidelines.

#CSAC #California #CACounties #Coronavirus… https://t.co/oBaYuPuBkd","['PublicHealth', 'CSAC', 'California', 'CACounties', 'Coronavirus', 'COVID19']",2020-12-21 23:59:58,en
426,geoffrey_payne,"Interests: Politics (Port Winger), Collecting Australian Civil & Military Aviation Books & Ephemera","Central Victoria, Australia ",0,0,9048,9154,1204060,WATCH LIVE: Premier Gladys Berejiklian and NSW Chief Health Officer Dr Kerry Chant provide a COVID-19 update for NS… https://t.co/F6ShOwHsO1,[],2020-12-21 23:59:58,en
427,pieno_siciliano,"🇺🇸🇮🇹

Parler and Gab @Charlesnys58",Texas,0,0,1419,914,19902,"If you own a racehorse, the coronavirus stimulus legislation has a tax break for you https://t.co/WauMijyfzP",[],2020-12-21 23:59:58,en
430,emilygian,"Write, rant, laugh, watch Israeli tv. repeat. Communications Director at @zionistfedaus. Views are my own 💁🏽‍♀️","Melbourne, Australia",0,0,267,429,2282,"COVID-19 does not discriminate and will always find the weakest link in our border controls.

Quarantine is a feder… https://t.co/48EYjzMlEE",[],2020-12-21 23:59:58,en
431,EVCHATM,"Wife, Mother, Business Owner & Daughter #God1st🙏🏾 Clemson, UDEL, UMASS, IOWA State, Saint Kate & Waldorf U Family","Minneapolis, MN",0,0,609,191,4675,"My home town
As COVID-19 Ravaged This Iowa City, Officials Discovered Meatpacking Executives Were the Ones in Charg… https://t.co/tgyAwEauJK",[],2020-12-21 23:59:58,en
432,UTSEngage,"News, research and discussion from the University of Technology Sydney. If you have an inquiry, go to http://ask.uts.edu.au. CRICOS Provider No: 00099F","Sydney, Australia",0,0,224,18171,10392,How effective have COVID-19 control measures been in the UK? https://t.co/vREUstVgYU @medrxivpreprint @UniofOxford… https://t.co/h8SrYcZDRg,[],2020-12-21 23:59:58,en
433,RealDesmondRyan,Retired Police Detective. Author of the Mike O'Shea Crime Fiction Series http://bit.ly/3d37YCx. Coming soon: The Mary Margaret Cozy Series.,Cabbagetown ,0,0,865,664,9800,A message worth hearing: A COVID-19 Admonition ***EXPLICIT https://t.co/KKPjkriJyY #StayHome @HelenORahilly,['StayHome'],2020-12-21 23:59:58,en
434,eughisitover,❤️🏉🎽🐶🌞🏊‍♂️🏖🍺☀️🎧📺🇦🇺 🏳️‍🌈 centre left thinking.... the far left and far right are the problem with just about everything,Isolated ,0,0,1124,308,38094,"If you feel unwell or have even mild coronavirus (COVID-19) symptoms, please get tested immediately.

There are alm… https://t.co/QBRq1hf6Cm",[],2020-12-21 23:59:58,en
435,acertainfox512,"東京や日本の事をもっと日本の方にも外国の方にも紹介したいと思って始めました！
私も東京の事を調べたり学びながら色々とご紹介できればと思っています！
https://www.facebook.com/acertainfox.512
https://www.instagram.com/acertainfox512/",,3,1,0,145,3686,"And I calculate the total number of infected people in Tokyo on Dec 20

(51,838 cumulative positives)
 - (45,284 tr… https://t.co/hL6klD6Nhq",[],2020-12-21 23:59:58,en
436,kpop1978,KCCO,,0,0,3485,530,27339,"Ana Navarro says it’s “immoral” for people who have enabled “Donald Trump downplaying the Covid virus, calling it a… https://t.co/n6K8o56sYS",[],2020-12-21 23:59:58,en
438,al_gibbon,"Student. Writer. Mixer. Occasional wench. Big Northern Energy.🏳️‍🌈
 Associate Editor: @TheGryphonLeeds  Writer: @HappyPplMusic Presenter: NARR Radio (he/they)",Leeds/Carlisle,0,0,1039,267,1156,my final piece of the year is live!! i looked into how the pandemic has impacted the way university students take d… https://t.co/DYj2csINY4,[],2020-12-21 23:59:58,en
439,Mr_Tavo,"si te vi, ni me acuerdo","Sancatitlan, Mexico",0,0,159,38,5495,"The Mexican government misled the public about the coronavirus outbreak in Mexico City.

Its own data should have t… https://t.co/C0LvYf5cV3",[],2020-12-21 23:59:57,en
441,PhillinThe__,Grad Student | Father | GVSU Alumnus | 1906,Where the money reside,0,0,633,826,44496,"Nothing seemed amiss with Dodgers scout Jairo Castillo last month at a showcase in Tijuana.

But less than two week… https://t.co/6au9jEsY07",[],2020-12-21 23:59:57,en
447,Seanchai313,,"New York, New York",0,0,1394,246,246086,Supreme Court Justices Can Get Vaccinated Now. The Rest Of The Courts Are On Their Own. https://t.co/BpglcRKE12,[],2020-12-21 23:59:57,en
448,aalarashid,FREE PALESTINE 🇵🇸 she/her,,0,0,117,69,2255,"why does the new #coronavirus stimulus bill contain $500,000,000 for Israel? https://t.co/AZuAkyjvTO",['coronavirus'],2020-12-21 23:59:57,en
449,buckfynn,"Constitutional Conservative 
#AmericaFirst 
#MAGA
 #KAG
 #ΜΟΛΩΝΛΑΒΕ  
#2A

I block liberal trolls, fake accounts, and anyone hostile to MAGA.",,0,0,489,550,45877,"Infuriating COVID-19 ‘stimulus’ bill is loaded with billions in aid… for Sudan, Egypt, Ukraine, and others... Peasa… https://t.co/p3vXlWQU8m",[],2020-12-21 23:59:57,en
450,Loislane_89,"Pop Culture Nerd, True Crime Lover, and Book Junkie - I stan fictional lesbians and sometimes talk politics (she/her)",,0,0,625,107,3692,The COVID-19 stimulus bill would make illegal streaming a felony https://t.co/2y6yYPYvJf https://t.co/YHEMutwhXE,[],2020-12-21 23:59:57,en
451,tinleaves,,,0,0,172,252,65218,"COVID-19 relief bill includes hundreds of millions of dollars in Palestinian aid: report

That sure doesn't sound l… https://t.co/0MpvrhhysK",[],2020-12-21 23:59:57,en
452,_LM444_,☾ Shangri-La ❁,,0,0,851,628,9544,"Literally nobody:

COVID-19 mutating: https://t.co/a3kLdx5uUw",[],2020-12-21 23:59:57,en
457,drillanwr,"DO NOT ADD ME TO LISTS/GROUPS! 
Not amused by statists (leftist/libs/progs) Writer 4 The Universal Spectator http://theuniversalspectator.wordpress.com",the right side of the room,1,0,2880,1442,56503,‘They hate you’: Coronavirus stimulus bill includes no less than $10 million for ‘gender programs’ in Pakistan… https://t.co/qB5imTqrDG,[],2020-12-21 23:59:56,en
458,genadamedia,Get Trending Youtube Videos- organized by channels!,"New York, NY",0,0,1595,1651,87061,"Congress Reaches Deal On $900 Billion COVID-19 Relief Package | TODAY
https://t.co/Ou2NB63DsF",[],2020-12-21 23:59:56,en
459,QuietStormStar,"I'm very metaphysical, believe in the paranormal, and love animals, art, music, and reading.  I crusade for animal & environmental protections.  #TheResistance",Land of Enchantment,0,0,3075,3093,94460,It’s good to be rich. They get free lunch from Republican pals for your ‘COVID-19 relief’ https://t.co/L6JA73Wnv5 via @dailysoundnfury,[],2020-12-21 23:59:56,en
460,Crys_LiiT3,Openly Black.,In This Dancerie,0,0,382,426,46248,if ur nonblack and u think u feel powers coming in its coronavirus. go see a doctor.,[],2020-12-21 23:59:56,en
461,wheelsdog,staying alive,,0,0,363,72,790,👇👇👇 Questions #MSM will never ask #GladysCluster #GladysMustGo #COVID19 #Covid_19 #COVID19nsw #ScottyTheSimp #auspol https://t.co/Lz5Sw98gjW,"['MSM', 'GladysCluster', 'GladysMustGo', 'COVID19', 'Covid_19', 'COVID19nsw', 'ScottyTheSimp', 'auspol']",2020-12-21 23:59:56,en
463,potato_death,♫ Josie's girl ♪ | she/her | 28 | Fire Emblem | Zelda | Pokémon | Politics | sometimes NSFW,"Kitchen, with Dinah",0,0,168,97,22423,"There's only $600 for you in the Coronavirus Relief Bill, but there's $33 million for the overthrow of the Venezuel… https://t.co/y4KaYHEM1U",[],2020-12-21 23:59:56,en
464,lyndaed67738455,No DM’s please,,0,0,655,550,111522,Is there some law that only public officials who spread the coronavirus go to the front of the law for the vaccine?,[],2020-12-21 23:59:56,en
466,odin0101,"#CoViD45 #BunkerBoy virulent combination of ignorance, emotional instability, demagogy, solipsism and vindictiveness would lead to national disaster",Bunker,0,0,124,61,22479,".@joniernst a few months ago: Doctors are lying about the number of COVID-19 cases for money.

@joniernst today: I… https://t.co/UVEUCe0QCu",[],2020-12-21 23:59:56,en
468,romeebee,Untitled,,0,0,444,247,15217,if ur nonblack and u think u feel powers coming in its coronavirus. go see a doctor.,[],2020-12-21 23:59:56,en
470,CJWerlemanShow,"This is the podcast by @cjwerleman, who gives voice to the voiceless, and exposes injustices against Muslims. Please support us here:",,0,0,678,8050,5909,"Expect 6,000 daily COVID deaths by end January, and who knows what from Trump.

America’s darkest winter begins tod… https://t.co/UKSx9Rut97",[],2020-12-21 23:59:56,en
471,AugustoReano,"𝘾𝙤𝙣 𝘿𝙞𝙤𝙨 𝙏𝙤𝙙𝙤, 𝙎𝙞𝙣 É𝙡 𝙉𝙖𝙙𝙖

 🚫Antipopulista⛔ / 👈🏽 Ni con la Izquierda, Ni con la Derecha 👉🏽
⚓Magallanes BBC⚾",🏝️ El Caribe 🇻🇪,0,0,1571,704,53975,WATCH LIVE: We have the latest on the coronavirus pandemic after President-elect Joe Biden receives a vaccine. https://t.co/LH6EqOeDi9,[],2020-12-21 23:59:56,en
472,GuelphBugle,All Things Guelph,Guelph,0,0,2631,5404,304722,"Guelph Public Library Moves to Curbside Pickup in Response to Provincial COVID-19 Lockdown starting on Monday, Dece… https://t.co/6ZAcncoC3g",[],2020-12-21 23:59:56,en
474,jmdacruz,"Marplanauta, Cordobés por opcion, exiliado en Beervana. he/him 🇦🇷 ⇒ 🇺🇸","Portland, OR",0,0,4076,193,1997,The new COVID-19 relief bill will allow prosperity gospel pastors and wealthy megachurches to receive a second roun… https://t.co/7qo3syYqkS,[],2020-12-21 23:59:56,en
476,bhargavi_peddi,#SaveFarmers #SaveAmaravati,,8,18,147,346,2983,"Given the conditions in the State due to mismanagement of Coronavirus,the 3-Capitals move seemed profoundly ill-tim… https://t.co/NFigiL9pZ5",[],2020-12-21 23:59:55,en
478,blvck_Ife,"Hello😀

  #Weirdlikethat l Rap enthusiast l Melanated and Proud baby😉 l Horror movie geek l Aspiring YouTuber😆",Lagos,0,0,810,932,8632,My brother has a mutated strain of Covid-19; he woke up BLIND &amp; an ambulance took him to the ER. I guess it's a rar… https://t.co/PaN3qfyAEf,[],2020-12-21 23:59:55,en
479,girlzinger,"Against War, For expanding Social Security and Medicare","Kansas, USA",0,0,821,2124,596760,"NBC News confirms: The United States is now reporting more than 18 million coronavirus cases.

The U.S. crossed the… https://t.co/10J8dPYeBW",[],2020-12-21 23:59:55,en
481,Jaee_Emmm,Jordan|SouthernU Alumna,"Dallas,TX",0,0,1569,1794,79922,if ur nonblack and u think u feel powers coming in its coronavirus. go see a doctor.,[],2020-12-21 23:59:55,en
483,jgpatella,What happened to truth and a fair go?,,0,0,1129,619,58511,"COVID-19 does not discriminate and will always find the weakest link in our border controls.

Quarantine is a feder… https://t.co/48EYjzMlEE",[],2020-12-21 23:59:55,en
485,Satiristas,"Comic provocateurs targeting political hypocrisy, media distortion & institutionalized ignorance. By @PaulProvenza & @Dan_Dion:
http://tinyurl.com/ycm5o49v",United States,0,0,4461,4706,223134,A neat thing to remember is that the coronavirus relief portion of this bill is roughly $900 billion not because th… https://t.co/JfR0wPGTmv,[],2020-12-21 23:59:55,en
488,patrickjpeterma,,,0,0,56,4,2786,"Coronavirus Stimulus Bolsters Biden, Shows Potential Path for Agenda https://t.co/OlXvwqAPrM ""YOU,LL NEED A DIFFERE… https://t.co/Xs885WJBTt",[],2020-12-21 23:59:55,en
490,milletmedia,,Greece,0,0,99,1573,19223,#Greece sees drop in daily #COVID-19 cases https://t.co/3V0u5eLM5e,"['Greece', 'COVID']",2020-12-21 23:59:54,en
492,JacqueBlue,"Resister. Artist. Blind dyslexic that makes numerous typos!  If you don't like cursing, don't follow me. HATE TRUMP, GOP & MAGAts, Antivaxxers/Maskers! NO LISTS","North Carolina, USA",0,0,2483,2477,9598,No Bible verse is going to save Marco Rubio from the beating he is taking for cutting to front of line to get COVID-19 vaccine,[],2020-12-21 23:59:54,en
493,7Willow33,"Phillydelphia girl🥨 in New England,lost Mom to lung cancer. Lawyer not shark or a cat. Skywarn Spotter⚡Prince Fan 4evr. #lcsm #AFTCT",Eastern CT shoreline...,0,0,442,156,48613,Supreme Court Justices Can Get Vaccinated Now. The Rest Of The Courts Are On Their Own. https://t.co/BpglcRKE12,[],2020-12-21 23:59:54,en
495,PhillinThe__,Grad Student | Father | GVSU Alumnus | 1906,Where the money reside,0,0,633,826,44496,Jairo Castillo was climbing the ranks in the scouting world. He was from the Dominican Republic but became a champi… https://t.co/ytKwK28ptE,[],2020-12-21 23:59:54,en
497,sloaneellen,Arizona Native. Adopted. Football and Baseball. What I have seen and experienced will shock you! I'm ready!,Arizona,0,0,5003,1088,117303,"NBC News confirms: The United States is now reporting more than 18 million coronavirus cases.

The U.S. crossed the… https://t.co/10J8dPYeBW",[],2020-12-21 23:59:54,en
499,TroyRos12854484,"Eclectic interests. Connoisseur of art, comics, music, esoterica and America in general. Anti-politicians, whiners, users and losers.",South of the Moon,0,0,42,141,36691,BREAKING: COVID-19 research group studied all 50 states and found 27 cases per day in states with mask mandates and… https://t.co/BLs8yDizLD,[],2020-12-21 23:59:54,en
